[2025-05-27T13:50:18.577+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-05-27T13:50:18.704+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: log_monitoring_dag.start_log_producer manual__2025-05-27T13:50:08.941959+00:00 [queued]>
[2025-05-27T13:50:18.744+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: log_monitoring_dag.start_log_producer manual__2025-05-27T13:50:08.941959+00:00 [queued]>
[2025-05-27T13:50:18.744+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 2
[2025-05-27T13:50:18.791+0000] {taskinstance.py:2888} INFO - Executing <Task(BashOperator): start_log_producer> on 2025-05-27 13:50:08.941959+00:00
[2025-05-27T13:50:18.824+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=182) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-05-27T13:50:18.830+0000] {standard_task_runner.py:72} INFO - Started process 188 to run task
[2025-05-27T13:50:18.828+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'log_monitoring_dag', 'start_log_producer', 'manual__2025-05-27T13:50:08.941959+00:00', '--job-id', '81', '--raw', '--subdir', 'DAGS_FOLDER/log_monitoring_dag.py', '--cfg-path', '/tmp/tmpzv_zssal']
[2025-05-27T13:50:18.839+0000] {standard_task_runner.py:105} INFO - Job 81: Subtask start_log_producer
[2025-05-27T13:50:18.966+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/settings.py:209 DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
[2025-05-27T13:50:19.243+0000] {task_command.py:467} INFO - Running <TaskInstance: log_monitoring_dag.start_log_producer manual__2025-05-27T13:50:08.941959+00:00 [running]> on host 1d31c4e9dbe9
[2025-05-27T13:50:20.195+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='log_monitoring_dag' AIRFLOW_CTX_TASK_ID='start_log_producer' AIRFLOW_CTX_EXECUTION_DATE='2025-05-27T13:50:08.941959+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-05-27T13:50:08.941959+00:00'
[2025-05-27T13:50:20.198+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-05-27T13:50:20.304+0000] {subprocess.py:63} INFO - Tmp dir root location: /tmp
[2025-05-27T13:50:20.309+0000] {subprocess.py:75} INFO - Running command: ['/usr/bin/bash', '-c', 'cd /opt/***/app && python log_producer.py']
[2025-05-27T13:53:04.771+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:50:56', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:53:04.775+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:50:58', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:53:04.775+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:00', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:53:04.776+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:02', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:53:04.776+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:04', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:53:04.779+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:06', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:53:04.780+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:08', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:53:04.780+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:10', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:53:04.781+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:12', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:53:04.781+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:14', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:53:04.781+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:16', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:53:04.782+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:18', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:53:04.782+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:20', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:53:04.783+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:22', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:53:04.783+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:24', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:53:04.784+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:26', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:53:04.793+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:28', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:53:04.796+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:30', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:53:04.801+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:32', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:53:04.802+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:34', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:53:04.803+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:36', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:53:04.807+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:38', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:53:04.808+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:40', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:53:04.811+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:42', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:53:04.812+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:44', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:53:04.812+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:46', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:53:04.813+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:48', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:53:04.816+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:50', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:53:04.817+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:52', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:53:04.822+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:54', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:53:04.822+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:56', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:53:04.830+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:58', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:53:04.834+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:00', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:53:04.835+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:02', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:53:04.835+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:04', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:53:04.836+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:06', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:53:04.836+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:08', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:53:04.837+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:10', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:53:04.838+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:12', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:53:04.838+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:14', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:53:04.838+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:16', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:53:04.839+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:18', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:53:04.839+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:20', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:53:04.839+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:22', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:53:04.840+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:24', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:53:04.840+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:26', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:53:04.840+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:28', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:53:04.841+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:30', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:53:04.841+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:32', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:53:04.841+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:34', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:53:04.842+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:36', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:53:04.842+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:38', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:53:04.842+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:40', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:53:04.843+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:42', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:53:04.843+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:44', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:53:04.844+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:46', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:53:04.844+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:48', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:53:04.844+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:50', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:53:04.845+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:52', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:53:04.846+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:54', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:53:04.851+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:56', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:53:04.851+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:58', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:53:04.852+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:00', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:53:04.854+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:02', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:55:46.386+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:04', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:55:46.405+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:06', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:55:46.406+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:08', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:55:46.406+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:10', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:55:46.407+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:12', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:55:46.408+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:14', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:55:46.408+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:16', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:55:46.409+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:18', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:55:46.409+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:20', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:55:46.410+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:22', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:55:46.410+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:24', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:55:46.410+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:26', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:55:46.411+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:28', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:55:46.411+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:30', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:55:46.412+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:32', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:55:46.412+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:34', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:55:46.412+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:36', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:55:46.413+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:38', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:55:46.413+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:40', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:55:46.413+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:42', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:55:46.414+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:44', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:55:46.414+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:46', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:55:46.414+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:48', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:55:46.414+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:50', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:55:46.415+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:52', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:55:46.415+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:54', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:55:46.415+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:56', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:55:46.416+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:58', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:55:46.416+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:00', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:55:46.416+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:02', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:55:46.417+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:04', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:55:46.417+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:06', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:55:46.417+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:08', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:55:46.418+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:10', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:55:46.418+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:12', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:55:46.419+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:14', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:55:46.419+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:16', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:55:46.419+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:18', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:55:46.419+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:20', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:55:46.420+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:22', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:55:46.420+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:24', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:55:46.420+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:26', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:55:46.421+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:28', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:55:46.421+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:30', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:55:46.421+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:32', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:55:46.421+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:34', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:55:46.422+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:36', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:55:46.422+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:38', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:55:46.422+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:40', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:55:46.423+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:42', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:55:46.423+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:44', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:55:46.423+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:46', 'level': 'WARNING', 'message': 'Slow response time'}
