[2025-05-27T13:30:58.248+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-05-27T13:30:58.267+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: log_monitoring_dag.start_log_producer scheduled__2025-05-27T13:25:00+00:00 [queued]>
[2025-05-27T13:30:58.277+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: log_monitoring_dag.start_log_producer scheduled__2025-05-27T13:25:00+00:00 [queued]>
[2025-05-27T13:30:58.279+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 2
[2025-05-27T13:30:58.298+0000] {taskinstance.py:2888} INFO - Executing <Task(BashOperator): start_log_producer> on 2025-05-27 13:25:00+00:00
[2025-05-27T13:30:58.308+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=171) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-05-27T13:30:58.307+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'log_monitoring_dag', 'start_log_producer', 'scheduled__2025-05-27T13:25:00+00:00', '--job-id', '69', '--raw', '--subdir', 'DAGS_FOLDER/log_monitoring_dag.py', '--cfg-path', '/tmp/tmp_6d8o9d0']
[2025-05-27T13:30:58.309+0000] {standard_task_runner.py:72} INFO - Started process 174 to run task
[2025-05-27T13:30:58.310+0000] {standard_task_runner.py:105} INFO - Job 69: Subtask start_log_producer
[2025-05-27T13:30:58.332+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/settings.py:209 DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
[2025-05-27T13:30:58.375+0000] {task_command.py:467} INFO - Running <TaskInstance: log_monitoring_dag.start_log_producer scheduled__2025-05-27T13:25:00+00:00 [running]> on host be9b2adc373c
[2025-05-27T13:30:58.377+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/settings.py:470 DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
[2025-05-27T13:30:58.500+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='log_monitoring_dag' AIRFLOW_CTX_TASK_ID='start_log_producer' AIRFLOW_CTX_EXECUTION_DATE='2025-05-27T13:25:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-05-27T13:25:00+00:00'
[2025-05-27T13:30:58.501+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-05-27T13:30:58.552+0000] {subprocess.py:63} INFO - Tmp dir root location: /tmp
[2025-05-27T13:30:58.553+0000] {subprocess.py:75} INFO - Running command: ['/usr/bin/bash', '-c', 'python /opt/***/scripts/log_producer.py']
[2025-05-27T13:33:40.851+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:31:34', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:33:40.852+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:31:36', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:33:40.854+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:31:38', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:33:40.855+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:31:40', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:33:40.855+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:31:42', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:33:40.856+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:31:44', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:33:40.856+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:31:46', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:33:40.857+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:31:48', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:33:40.858+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:31:50', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:33:40.859+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:31:52', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:33:40.860+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:31:54', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:33:40.861+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:31:56', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:33:40.862+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:31:58', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:33:40.862+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:32:00', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:33:40.863+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:32:02', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:33:40.864+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:32:04', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:33:40.865+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:32:06', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:33:40.866+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:32:08', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:33:40.866+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:32:10', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:33:40.867+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:32:12', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:33:40.868+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:32:14', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:33:40.870+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:32:16', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:33:40.870+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:32:18', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:33:40.870+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:32:20', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:33:40.871+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:32:22', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:33:40.871+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:32:24', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:33:40.872+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:32:26', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:33:40.872+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:32:28', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:33:40.873+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:32:30', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:33:40.874+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:32:32', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:33:40.875+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:32:34', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:33:40.875+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:32:36', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:33:40.876+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:32:38', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:33:40.876+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:32:40', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:33:40.877+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:32:42', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:33:40.878+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:32:44', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:33:40.880+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:32:46', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:33:40.881+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:32:48', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:33:40.882+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:32:50', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:33:40.883+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:32:52', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:33:40.883+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:32:54', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:33:40.884+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:32:56', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:33:40.884+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:32:58', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:33:40.885+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:33:00', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:33:40.885+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:33:02', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:33:40.886+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:33:04', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:33:40.886+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:33:06', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:33:40.887+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:33:08', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:33:40.887+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:33:10', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:33:40.888+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:33:12', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:33:40.888+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:33:14', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:33:40.888+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:33:16', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:33:40.889+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:33:18', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:33:40.889+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:33:20', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:33:40.890+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:33:22', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:33:40.890+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:33:24', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:33:40.891+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:33:26', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:33:40.891+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:33:28', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:33:40.892+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:33:30', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:33:40.892+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:33:32', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:33:40.893+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:33:34', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:33:40.893+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:33:36', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:33:40.893+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:33:38', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:36:20.829+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:33:40', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:36:20.907+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:33:42', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:36:20.908+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:33:44', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:36:20.908+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:33:46', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:36:20.909+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:33:48', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:36:20.910+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:33:50', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:36:20.911+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:33:52', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:36:20.912+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:33:54', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:36:20.912+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:33:56', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:36:20.913+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:33:58', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:36:20.913+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:34:00', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:36:20.914+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:34:02', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:36:20.914+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:34:04', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:36:20.915+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:34:06', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:36:20.915+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:34:08', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:36:20.916+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:34:10', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:36:20.916+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:34:12', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:36:20.917+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:34:14', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:36:20.917+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:34:16', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:36:20.918+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:34:18', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:36:20.918+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:34:20', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:36:20.919+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:34:22', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:36:20.919+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:34:24', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:36:20.920+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:34:26', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:36:20.920+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:34:28', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:36:20.921+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:34:30', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:36:20.921+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:34:32', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:36:20.922+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:34:34', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:36:20.922+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:34:36', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:36:20.922+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:34:38', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:36:20.923+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:34:40', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:36:20.923+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:34:42', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:36:20.924+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:34:44', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:36:20.924+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:34:46', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:36:20.925+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:34:48', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:36:20.925+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:34:50', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:36:20.925+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:34:52', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:36:20.926+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:34:54', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:36:20.926+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:34:56', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:36:20.927+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:34:58', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:36:20.927+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:35:00', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:36:20.928+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:35:02', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:36:20.928+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:35:04', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:36:20.928+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:35:06', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:36:20.929+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:35:08', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:36:20.929+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:35:10', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:36:20.930+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:35:12', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:36:20.930+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:35:14', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:36:20.931+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:35:16', 'level': 'INFO', 'message': 'Search executed'}
