[2025-05-31T14:45:09.791+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-05-31T14:45:09.912+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: log_monitoring_dag.start_log_producer scheduled__2025-05-27T14:00:00+00:00 [queued]>
[2025-05-31T14:45:09.965+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: log_monitoring_dag.start_log_producer scheduled__2025-05-27T14:00:00+00:00 [queued]>
[2025-05-31T14:45:09.967+0000] {taskinstance.py:2865} INFO - Starting attempt 4 of 2
[2025-05-31T14:45:10.044+0000] {taskinstance.py:2888} INFO - Executing <Task(BashOperator): start_log_producer> on 2025-05-27 14:00:00+00:00
[2025-05-31T14:45:10.169+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=213) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-05-31T14:45:10.178+0000] {standard_task_runner.py:72} INFO - Started process 235 to run task
[2025-05-31T14:45:10.218+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'log_monitoring_dag', 'start_log_producer', 'scheduled__2025-05-27T14:00:00+00:00', '--job-id', '172', '--raw', '--subdir', 'DAGS_FOLDER/log_monitoring_dag.py', '--cfg-path', '/tmp/tmp33wdizrt']
[2025-05-31T14:45:10.228+0000] {standard_task_runner.py:105} INFO - Job 172: Subtask start_log_producer
[2025-05-31T14:45:10.439+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/settings.py:209 DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
[2025-05-31T14:45:10.641+0000] {task_command.py:467} INFO - Running <TaskInstance: log_monitoring_dag.start_log_producer scheduled__2025-05-27T14:00:00+00:00 [running]> on host 1d31c4e9dbe9
[2025-05-31T14:45:10.649+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/settings.py:470 DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
[2025-05-31T14:45:11.106+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='log_monitoring_dag' AIRFLOW_CTX_TASK_ID='start_log_producer' AIRFLOW_CTX_EXECUTION_DATE='2025-05-27T14:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='4' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-05-27T14:00:00+00:00'
[2025-05-31T14:45:11.114+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-05-31T14:45:11.433+0000] {subprocess.py:63} INFO - Tmp dir root location: /tmp
[2025-05-31T14:45:11.442+0000] {subprocess.py:75} INFO - Running command: ['/usr/bin/bash', '-c', 'cd /opt/***/app && python -u log_producer.py']
[2025-05-31T14:47:03.254+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:47:03', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T14:47:05.255+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:47:05', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T14:47:07.255+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:47:07', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T14:47:09.256+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:47:09', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-31T14:47:11.257+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:47:11', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T14:47:13.257+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:47:13', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T14:47:15.258+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:47:15', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T14:47:17.259+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:47:17', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T14:47:19.260+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:47:19', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T14:47:21.283+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:47:21', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T14:47:23.347+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:47:23', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T14:47:25.338+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:47:25', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T14:47:27.338+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:47:27', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T14:47:29.339+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:47:29', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T14:47:31.340+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:47:31', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T14:47:33.340+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:47:33', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T14:47:35.341+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:47:35', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T14:47:37.344+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:47:37', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-31T14:47:39.345+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:47:39', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T14:47:41.346+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:47:41', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T14:47:43.347+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:47:43', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T14:47:45.350+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:47:45', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T14:47:47.351+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:47:47', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T14:47:49.352+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:47:49', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-31T14:47:51.358+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:47:51', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T14:47:53.366+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:47:53', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T14:47:55.559+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:47:55', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T14:47:57.560+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:47:57', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T14:47:59.560+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:47:59', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-31T14:48:01.562+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:48:01', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T14:48:03.563+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:48:03', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T14:48:05.563+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:48:05', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T14:48:07.564+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:48:07', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T14:48:09.564+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:48:09', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T14:48:11.565+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:48:11', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T14:48:13.566+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:48:13', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T14:48:15.567+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:48:15', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T14:48:17.567+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:48:17', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T14:48:19.568+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:48:19', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T14:48:21.568+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:48:21', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T14:48:23.568+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:48:23', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T14:48:25.570+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:48:25', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T14:48:28.292+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:48:27', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T14:48:29.500+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:48:29', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T14:48:31.501+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:48:31', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T14:48:33.501+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:48:33', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T14:48:36.147+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:48:36', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T14:48:38.148+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:48:38', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T14:48:40.149+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:48:40', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T14:48:42.149+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:48:42', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T14:48:44.150+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:48:44', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T14:48:46.151+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:48:46', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T14:48:48.151+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:48:48', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-31T14:48:50.341+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:48:50', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T14:48:52.342+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:48:52', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T14:48:54.342+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:48:54', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T14:48:56.343+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:48:56', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T14:48:58.283+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:48:58', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T14:49:00.284+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:49:00', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T14:49:02.285+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:49:02', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-31T14:49:04.285+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:49:04', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T14:49:06.286+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:49:06', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-31T14:49:08.286+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:49:08', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T14:49:10.287+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:49:10', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T14:49:12.287+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:49:12', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T14:49:14.288+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:49:14', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T14:49:16.288+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:49:16', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T14:49:18.289+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:49:18', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T14:49:20.289+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:49:20', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T14:49:22.290+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:49:22', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T14:49:24.290+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:49:24', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-31T14:49:26.291+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:49:26', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T14:49:28.278+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:49:28', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T14:49:30.279+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:49:30', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T14:49:32.344+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:49:32', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T14:49:34.345+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:49:34', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T14:49:36.346+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:49:36', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T14:49:38.346+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:49:38', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T14:49:40.347+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:49:40', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T14:49:42.374+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:49:42', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T14:49:44.375+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:49:44', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T14:49:46.410+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:49:46', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T14:49:48.411+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:49:48', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T14:49:50.411+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:49:50', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T14:49:52.412+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:49:52', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T14:49:54.412+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:49:54', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T14:49:56.413+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:49:56', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T14:49:58.408+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:49:58', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T14:50:00.408+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:50:00', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T14:50:02.409+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:50:02', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T14:50:04.475+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:50:04', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T14:50:06.551+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:50:06', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T14:50:08.551+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:50:08', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T14:50:10.551+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:50:10', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T14:50:12.552+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:50:12', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T14:50:14.552+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:50:14', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T14:50:16.553+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:50:16', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T14:50:18.553+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:50:18', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T14:50:20.554+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:50:20', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T14:50:22.555+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:50:22', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T14:50:24.556+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:50:24', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T14:50:26.562+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:50:26', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T14:50:28.559+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:50:28', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T14:50:30.560+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:50:30', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-31T14:50:32.560+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:50:32', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T14:50:34.560+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:50:34', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T14:50:36.561+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:50:36', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-31T14:50:38.562+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:50:38', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T14:50:40.564+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:50:40', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T14:50:42.564+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:50:42', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T14:50:44.565+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:50:44', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T14:50:46.565+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 14:50:46', 'level': 'INFO', 'message': 'User logged in'}
