[2025-05-27T13:35:08.533+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-05-27T13:35:08.654+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: log_monitoring_dag.start_log_producer manual__2025-05-27T13:34:57.809759+00:00 [queued]>
[2025-05-27T13:35:08.684+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: log_monitoring_dag.start_log_producer manual__2025-05-27T13:34:57.809759+00:00 [queued]>
[2025-05-27T13:35:08.686+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 2
[2025-05-27T13:35:08.776+0000] {taskinstance.py:2888} INFO - Executing <Task(BashOperator): start_log_producer> on 2025-05-27 13:34:57.809759+00:00
[2025-05-27T13:35:08.862+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=217) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-05-27T13:35:08.808+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'log_monitoring_dag', 'start_log_producer', 'manual__2025-05-27T13:34:57.809759+00:00', '--job-id', '71', '--raw', '--subdir', 'DAGS_FOLDER/log_monitoring_dag.py', '--cfg-path', '/tmp/tmphxs4dgxm']
[2025-05-27T13:35:08.865+0000] {standard_task_runner.py:72} INFO - Started process 221 to run task
[2025-05-27T13:35:08.865+0000] {standard_task_runner.py:105} INFO - Job 71: Subtask start_log_producer
[2025-05-27T13:35:09.109+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/settings.py:209 DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
[2025-05-27T13:35:09.474+0000] {task_command.py:467} INFO - Running <TaskInstance: log_monitoring_dag.start_log_producer manual__2025-05-27T13:34:57.809759+00:00 [running]> on host be9b2adc373c
[2025-05-27T13:35:10.040+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='log_monitoring_dag' AIRFLOW_CTX_TASK_ID='start_log_producer' AIRFLOW_CTX_EXECUTION_DATE='2025-05-27T13:34:57.809759+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-05-27T13:34:57.809759+00:00'
[2025-05-27T13:35:10.047+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-05-27T13:35:10.211+0000] {subprocess.py:63} INFO - Tmp dir root location: /tmp
[2025-05-27T13:35:10.220+0000] {subprocess.py:75} INFO - Running command: ['/usr/bin/bash', '-c', 'python /opt/***/scripts/log_producer.py']
[2025-05-27T13:37:53.783+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:35:45', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:37:53.784+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:35:47', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:37:53.784+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:35:49', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:37:53.795+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:35:51', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:37:53.796+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:35:53', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:37:53.871+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:35:55', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:37:53.872+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:35:57', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:37:53.876+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:35:59', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:37:53.877+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:36:01', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:37:53.878+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:36:03', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:37:53.878+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:36:05', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:37:53.881+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:36:07', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:37:53.881+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:36:09', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:37:53.882+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:36:11', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:37:53.882+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:36:13', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:37:53.883+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:36:15', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:37:53.884+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:36:17', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:37:53.884+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:36:19', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:37:53.887+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:36:21', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:37:53.888+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:36:23', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:37:53.889+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:36:25', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:37:53.890+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:36:27', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:37:53.890+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:36:29', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:37:53.891+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:36:31', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:37:53.891+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:36:33', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:37:53.892+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:36:35', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:37:53.893+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:36:37', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:37:53.893+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:36:39', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:37:53.894+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:36:41', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:37:53.894+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:36:43', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:37:53.897+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:36:45', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:37:53.897+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:36:47', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:37:53.898+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:36:49', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:37:53.898+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:36:51', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:37:53.899+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:36:53', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:37:53.900+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:36:55', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:37:53.909+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:36:57', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:37:53.909+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:36:59', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:37:53.910+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:01', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:37:53.910+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:03', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:37:53.910+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:05', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:37:53.916+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:07', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:37:53.916+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:09', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:37:53.917+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:11', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:37:53.917+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:13', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:37:53.920+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:15', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:37:53.921+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:17', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:37:53.922+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:19', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:37:53.923+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:21', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:37:53.923+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:23', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:37:53.924+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:25', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:37:53.924+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:27', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:37:53.925+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:29', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:37:53.925+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:31', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:37:53.925+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:33', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:37:53.926+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:35', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:37:53.926+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:37', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:37:53.926+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:39', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:37:53.927+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:41', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:37:53.927+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:43', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:37:53.931+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:45', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:37:53.932+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:47', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:37:53.932+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:49', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:37:53.933+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:51', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:40:35.562+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:53', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:40:35.596+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:55', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:40:35.597+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:57', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:40:35.598+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:59', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:40:35.598+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:38:01', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:40:35.599+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:38:03', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:40:35.600+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:38:05', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:40:35.600+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:38:07', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:40:35.600+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:38:09', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:40:35.601+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:38:11', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:40:35.602+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:38:13', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:40:35.602+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:38:15', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:40:35.602+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:38:17', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:40:35.603+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:38:19', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:40:35.603+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:38:21', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:40:35.604+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:38:23', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:40:35.604+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:38:25', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:40:35.604+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:38:27', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:40:35.605+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:38:29', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:40:35.605+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:38:31', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:40:35.606+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:38:33', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:40:35.606+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:38:35', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:40:35.607+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:38:37', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:40:35.611+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:38:39', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:40:35.611+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:38:41', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:40:35.611+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:38:43', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:40:35.612+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:38:45', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:40:35.612+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:38:47', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:40:35.613+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:38:49', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:40:35.613+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:38:51', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:40:35.614+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:38:53', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:40:35.615+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:38:55', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:40:35.615+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:38:57', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:40:35.616+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:38:59', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:40:35.616+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:39:01', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:40:35.617+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:39:03', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:40:35.617+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:39:05', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:40:35.618+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:39:07', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:40:35.618+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:39:09', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:40:35.618+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:39:11', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:40:35.619+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:39:13', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:40:35.619+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:39:15', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:40:35.620+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:39:17', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:40:35.623+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:39:19', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:40:35.624+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:39:21', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:40:35.625+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:39:23', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:40:35.625+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:39:25', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:40:35.626+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:39:27', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:40:35.627+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:39:29', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:40:35.627+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:39:31', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:40:35.628+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:39:33', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:40:35.628+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:39:35', 'level': 'ERROR', 'message': 'Database connection failed'}
