[2025-05-31T20:42:03.988+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-05-31T20:42:04.021+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: log_monitoring_dag.start_log_producer scheduled__2025-05-31T20:35:00+00:00 [queued]>
[2025-05-31T20:42:04.034+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: log_monitoring_dag.start_log_producer scheduled__2025-05-31T20:35:00+00:00 [queued]>
[2025-05-31T20:42:04.035+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 2
[2025-05-31T20:42:04.065+0000] {taskinstance.py:2888} INFO - Executing <Task(BashOperator): start_log_producer> on 2025-05-31 20:35:00+00:00
[2025-05-31T20:42:04.081+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=802) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-05-31T20:42:04.083+0000] {standard_task_runner.py:72} INFO - Started process 806 to run task
[2025-05-31T20:42:04.080+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'log_monitoring_dag', 'start_log_producer', 'scheduled__2025-05-31T20:35:00+00:00', '--job-id', '35', '--raw', '--subdir', 'DAGS_FOLDER/log_monitoring_dag.py', '--cfg-path', '/tmp/tmp5a1qfb1v']
[2025-05-31T20:42:04.085+0000] {standard_task_runner.py:105} INFO - Job 35: Subtask start_log_producer
[2025-05-31T20:42:04.764+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/settings.py:209 DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
[2025-05-31T20:42:16.971+0000] {job.py:229} INFO - Heartbeat recovered after 13.15 seconds
[2025-05-31T20:42:19.884+0000] {task_command.py:467} INFO - Running <TaskInstance: log_monitoring_dag.start_log_producer scheduled__2025-05-31T20:35:00+00:00 [running]> on host fcc5407a0544
[2025-05-31T20:42:19.887+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/settings.py:470 DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
[2025-05-31T20:42:23.160+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='log_monitoring_dag' AIRFLOW_CTX_TASK_ID='start_log_producer' AIRFLOW_CTX_EXECUTION_DATE='2025-05-31T20:35:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-05-31T20:35:00+00:00'
[2025-05-31T20:42:23.162+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-05-31T20:42:26.548+0000] {job.py:229} INFO - Heartbeat recovered after 11.13 seconds
[2025-05-31T20:42:27.349+0000] {subprocess.py:63} INFO - Tmp dir root location: /tmp
[2025-05-31T20:42:27.380+0000] {subprocess.py:75} INFO - Running command: ['/usr/bin/bash', '-c', 'cd /opt/***/app && python -u log_producer.py']
[2025-05-31T20:44:07.014+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:07', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T20:44:08.015+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:08', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T20:44:09.015+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:09', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-31T20:44:10.015+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:10', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T20:44:11.155+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:11', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T20:44:12.155+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:12', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T20:44:13.156+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:13', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T20:44:14.156+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:14', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T20:44:15.156+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:15', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T20:44:16.157+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:16', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T20:44:17.158+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:17', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T20:44:18.158+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:18', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T20:44:19.192+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:19', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T20:44:20.193+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:20', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T20:44:21.193+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:21', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T20:44:22.194+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:22', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T20:44:23.194+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:23', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T20:44:24.195+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:24', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T20:44:25.195+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:25', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T20:44:26.196+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:26', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T20:44:27.196+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:27', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T20:44:28.197+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:28', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T20:44:29.197+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:29', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-31T20:44:30.198+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:30', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T20:44:31.198+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:31', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T20:44:32.199+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:32', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T20:44:33.199+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:33', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T20:44:34.200+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:34', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T20:44:35.200+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:35', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T20:44:36.201+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:36', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T20:44:37.201+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:37', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T20:44:38.202+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:38', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T20:44:39.202+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:39', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T20:44:40.203+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:40', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T20:44:41.203+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:41', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-31T20:44:42.204+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:42', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-31T20:44:43.204+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:43', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T20:44:44.205+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:44', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-31T20:44:45.205+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:45', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T20:44:46.206+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:46', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T20:44:47.206+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:47', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-31T20:44:48.207+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:48', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T20:44:49.206+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:49', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T20:44:50.206+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:50', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T20:44:51.207+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:51', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T20:44:52.235+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:52', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-31T20:44:53.235+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:53', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T20:44:54.236+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:54', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T20:44:55.236+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:55', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T20:44:56.335+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:56', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T20:44:57.336+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:57', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T20:44:58.336+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:58', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T20:44:59.337+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:44:59', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T20:45:00.337+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:00', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T20:45:01.338+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:01', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T20:45:02.338+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:02', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T20:45:03.338+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:03', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T20:45:04.339+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:04', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T20:45:05.339+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:05', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T20:45:06.340+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:06', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T20:45:07.340+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:07', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T20:45:08.341+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:08', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T20:45:09.341+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:09', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T20:45:10.342+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:10', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T20:45:10.576+0000] {job.py:229} INFO - Heartbeat recovered after 11.71 seconds
[2025-05-31T20:45:11.342+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:11', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T20:45:12.342+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:12', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T20:45:13.343+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:13', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T20:45:14.343+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:14', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T20:45:15.343+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:15', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T20:45:16.436+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:16', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T20:45:16.541+0000] {job.py:229} INFO - Heartbeat recovered after 12.63 seconds
[2025-05-31T20:45:17.478+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:17', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T20:45:18.477+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:18', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T20:45:19.476+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:19', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T20:45:20.479+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:20', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T20:45:21.479+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:21', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T20:45:22.562+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:22', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T20:45:23.720+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:23', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T20:45:25.089+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:25', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T20:45:26.898+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:26', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-31T20:45:28.019+0000] {job.py:229} INFO - Heartbeat recovered after 12.22 seconds
[2025-05-31T20:45:29.416+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:28', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T20:45:29.442+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:29', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T20:45:30.277+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:30', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-31T20:45:31.277+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:31', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T20:45:32.278+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:32', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T20:45:33.278+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:33', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T20:45:34.279+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:34', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T20:45:35.279+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:35', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T20:45:36.280+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:36', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T20:45:37.280+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:37', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T20:45:38.281+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:38', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T20:45:39.281+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:39', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T20:45:40.345+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:40', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T20:45:41.346+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:41', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T20:45:42.346+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:42', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T20:45:43.346+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:43', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-31T20:45:44.347+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:44', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T20:45:45.347+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:45', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T20:45:46.348+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:46', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T20:45:47.348+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:47', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T20:45:48.349+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:48', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-31T20:45:49.348+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:49', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T20:45:50.442+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:50', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T20:45:51.442+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:51', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T20:45:52.443+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:52', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T20:45:53.443+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:53', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T20:45:54.444+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:54', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T20:45:55.444+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 20:45:55', 'level': 'ERROR', 'message': 'Database connection failed'}
