[2025-05-27T13:55:01.761+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-05-27T13:55:01.781+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: log_monitoring_dag.start_log_producer scheduled__2025-05-27T13:50:00+00:00 [queued]>
[2025-05-27T13:55:01.792+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: log_monitoring_dag.start_log_producer scheduled__2025-05-27T13:50:00+00:00 [queued]>
[2025-05-27T13:55:01.793+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 2
[2025-05-27T13:55:01.818+0000] {taskinstance.py:2888} INFO - Executing <Task(BashOperator): start_log_producer> on 2025-05-27 13:50:00+00:00
[2025-05-27T13:55:01.826+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=242) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-05-27T13:55:01.828+0000] {standard_task_runner.py:72} INFO - Started process 243 to run task
[2025-05-27T13:55:01.826+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'log_monitoring_dag', 'start_log_producer', 'scheduled__2025-05-27T13:50:00+00:00', '--job-id', '83', '--raw', '--subdir', 'DAGS_FOLDER/log_monitoring_dag.py', '--cfg-path', '/tmp/tmpivv78a3f']
[2025-05-27T13:55:01.829+0000] {standard_task_runner.py:105} INFO - Job 83: Subtask start_log_producer
[2025-05-27T13:55:01.850+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/settings.py:209 DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
[2025-05-27T13:55:01.884+0000] {task_command.py:467} INFO - Running <TaskInstance: log_monitoring_dag.start_log_producer scheduled__2025-05-27T13:50:00+00:00 [running]> on host 1d31c4e9dbe9
[2025-05-27T13:55:01.886+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/settings.py:470 DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
[2025-05-27T13:55:02.048+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='log_monitoring_dag' AIRFLOW_CTX_TASK_ID='start_log_producer' AIRFLOW_CTX_EXECUTION_DATE='2025-05-27T13:50:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-05-27T13:50:00+00:00'
[2025-05-27T13:55:02.051+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-05-27T13:55:02.136+0000] {subprocess.py:63} INFO - Tmp dir root location: /tmp
[2025-05-27T13:55:02.140+0000] {subprocess.py:75} INFO - Running command: ['/usr/bin/bash', '-c', 'cd /opt/***/app && python log_producer.py']
[2025-05-27T14:00:25.143+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:58:07', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T14:00:25.144+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:58:09', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T14:00:25.144+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:58:11', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T14:00:25.145+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:58:13', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T14:00:25.145+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:58:15', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T14:00:25.146+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:58:17', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T14:00:25.146+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:58:19', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T14:00:25.147+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:58:21', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T14:00:25.148+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:58:23', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T14:00:25.148+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:58:25', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T14:00:25.149+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:58:27', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T14:00:25.150+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:58:29', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T14:00:25.150+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:58:31', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T14:00:25.151+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:58:33', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T14:00:25.151+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:58:35', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T14:00:25.152+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:58:37', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T14:00:25.152+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:58:39', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T14:00:25.153+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:58:41', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T14:00:25.154+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:58:43', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T14:00:25.155+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:58:45', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T14:00:25.156+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:58:47', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T14:00:25.156+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:58:49', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T14:00:25.157+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:58:51', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T14:00:25.157+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:58:53', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T14:00:25.158+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:58:55', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T14:00:25.158+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:58:57', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T14:00:25.159+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:58:59', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T14:00:25.160+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:59:01', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T14:00:25.160+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:59:03', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T14:00:25.161+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:59:05', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T14:00:25.161+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:59:07', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T14:00:25.163+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:59:09', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T14:00:25.163+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:59:11', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T14:00:25.164+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:59:13', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T14:00:25.165+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:59:15', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T14:00:25.165+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:59:17', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T14:00:25.166+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:59:19', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T14:00:25.166+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:59:21', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
