[2025-05-27T13:35:08.528+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-05-27T13:35:08.632+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: log_monitoring_dag.start_log_producer scheduled__2025-05-27T13:30:00+00:00 [queued]>
[2025-05-27T13:35:08.663+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: log_monitoring_dag.start_log_producer scheduled__2025-05-27T13:30:00+00:00 [queued]>
[2025-05-27T13:35:08.664+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 2
[2025-05-27T13:35:08.775+0000] {taskinstance.py:2888} INFO - Executing <Task(BashOperator): start_log_producer> on 2025-05-27 13:30:00+00:00
[2025-05-27T13:35:08.858+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=216) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-05-27T13:35:08.892+0000] {standard_task_runner.py:72} INFO - Started process 220 to run task
[2025-05-27T13:35:08.892+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'log_monitoring_dag', 'start_log_producer', 'scheduled__2025-05-27T13:30:00+00:00', '--job-id', '70', '--raw', '--subdir', 'DAGS_FOLDER/log_monitoring_dag.py', '--cfg-path', '/tmp/tmpoht0en2j']
[2025-05-27T13:35:08.921+0000] {standard_task_runner.py:105} INFO - Job 70: Subtask start_log_producer
[2025-05-27T13:35:09.147+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/settings.py:209 DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
[2025-05-27T13:35:09.447+0000] {task_command.py:467} INFO - Running <TaskInstance: log_monitoring_dag.start_log_producer scheduled__2025-05-27T13:30:00+00:00 [running]> on host be9b2adc373c
[2025-05-27T13:35:09.453+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/settings.py:470 DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
[2025-05-27T13:35:10.054+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='log_monitoring_dag' AIRFLOW_CTX_TASK_ID='start_log_producer' AIRFLOW_CTX_EXECUTION_DATE='2025-05-27T13:30:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-05-27T13:30:00+00:00'
[2025-05-27T13:35:10.058+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-05-27T13:35:10.210+0000] {subprocess.py:63} INFO - Tmp dir root location: /tmp
[2025-05-27T13:35:10.219+0000] {subprocess.py:75} INFO - Running command: ['/usr/bin/bash', '-c', 'python /opt/***/scripts/log_producer.py']
[2025-05-27T13:37:53.897+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:15', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:37:53.898+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:17', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:37:53.899+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:19', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:37:53.900+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:21', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:37:53.900+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:23', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:37:53.908+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:25', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:37:53.909+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:27', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:37:53.909+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:29', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:37:53.909+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:31', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:37:53.910+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:33', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:37:53.914+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:35', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:37:53.915+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:37', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:37:53.915+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:39', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:37:53.916+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:41', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:37:53.916+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:43', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:37:53.917+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:45', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:37:53.917+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:47', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:37:53.917+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:49', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:37:53.918+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:37:51', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:39:45.013+0000] {local_task_job_runner.py:346} WARNING - State of this instance has been externally set to success. Terminating instance.
[2025-05-27T13:39:45.047+0000] {local_task_job_runner.py:245} INFO - ::endgroup::
[2025-05-27T13:39:45.070+0000] {process_utils.py:132} INFO - Sending 15 to group 220. PIDs of all processes in the group: [225, 220]
[2025-05-27T13:39:45.074+0000] {process_utils.py:87} INFO - Sending the signal 15 to group 220
[2025-05-27T13:39:45.087+0000] {taskinstance.py:3092} ERROR - Received SIGTERM. Terminating subprocesses.
[2025-05-27T13:39:45.117+0000] {subprocess.py:104} INFO - Sending SIGTERM signal to process group
[2025-05-27T13:39:45.700+0000] {taskinstance.py:340} INFO - ::group::Post task execution logs
[2025-05-27T13:39:45.784+0000] {process_utils.py:80} INFO - Process psutil.Process(pid=225, status='terminated', started='13:35:09') (225) terminated with exit code None
[2025-05-27T13:39:45.786+0000] {process_utils.py:80} INFO - Process psutil.Process(pid=220, status='terminated', exitcode=0, started='13:35:08') (220) terminated with exit code 0
