[2025-05-31T15:52:39.451+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-05-31T15:52:39.475+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: log_monitoring_dag.start_log_producer manual__2025-05-31T15:51:29.966269+00:00 [queued]>
[2025-05-31T15:52:39.486+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: log_monitoring_dag.start_log_producer manual__2025-05-31T15:51:29.966269+00:00 [queued]>
[2025-05-31T15:52:39.488+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 2
[2025-05-31T15:52:39.520+0000] {taskinstance.py:2888} INFO - Executing <Task(BashOperator): start_log_producer> on 2025-05-31 15:51:29.966269+00:00
[2025-05-31T15:52:39.547+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'log_monitoring_dag', 'start_log_producer', 'manual__2025-05-31T15:51:29.966269+00:00', '--job-id', '196', '--raw', '--subdir', 'DAGS_FOLDER/log_monitoring_dag.py', '--cfg-path', '/tmp/tmpwm8otmzm']
[2025-05-31T15:52:39.553+0000] {standard_task_runner.py:105} INFO - Job 196: Subtask start_log_producer
[2025-05-31T15:52:39.565+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=527) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-05-31T15:52:39.566+0000] {standard_task_runner.py:72} INFO - Started process 529 to run task
[2025-05-31T15:52:39.585+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/settings.py:209 DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
[2025-05-31T15:52:39.634+0000] {task_command.py:467} INFO - Running <TaskInstance: log_monitoring_dag.start_log_producer manual__2025-05-31T15:51:29.966269+00:00 [running]> on host 1d31c4e9dbe9
[2025-05-31T15:52:39.766+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='log_monitoring_dag' AIRFLOW_CTX_TASK_ID='start_log_producer' AIRFLOW_CTX_EXECUTION_DATE='2025-05-31T15:51:29.966269+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-05-31T15:51:29.966269+00:00'
[2025-05-31T15:52:39.767+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-05-31T15:52:39.794+0000] {subprocess.py:63} INFO - Tmp dir root location: /tmp
[2025-05-31T15:52:39.796+0000] {subprocess.py:75} INFO - Running command: ['/usr/bin/bash', '-c', 'cd /opt/***/app && python -u log_producer.py']
[2025-05-31T15:53:15.219+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:53:15', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T15:53:17.220+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:53:17', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T15:53:19.220+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:53:19', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T15:53:21.221+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:53:21', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T15:53:23.221+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:53:23', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T15:53:25.249+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:53:25', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T15:53:27.249+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:53:27', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T15:53:29.250+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:53:29', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T15:53:31.379+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:53:31', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T15:53:33.379+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:53:33', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T15:53:35.380+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:53:35', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T15:53:37.472+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:53:37', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T15:53:39.613+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:53:39', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T15:53:41.614+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:53:41', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T15:53:43.614+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:53:43', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T15:53:45.615+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:53:45', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T15:53:47.615+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:53:47', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T15:53:49.616+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:53:49', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-31T15:53:52.025+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:53:52', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-31T15:53:54.025+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:53:54', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T15:53:56.026+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:53:56', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T15:53:58.026+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:53:58', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T15:54:00.027+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:54:00', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T15:54:02.031+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:54:02', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T15:54:04.041+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:54:04', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T15:54:06.041+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:54:06', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T15:54:08.042+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:54:08', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T15:54:10.043+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:54:10', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T15:54:12.366+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:54:12', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T15:54:13.675+0000] {job.py:229} INFO - Heartbeat recovered after 39.53 seconds
[2025-05-31T15:54:14.369+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:54:14', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T15:54:16.370+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:54:16', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T15:54:18.390+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:54:18', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T15:54:19.547+0000] {job.py:229} INFO - Heartbeat recovered after 36.60 seconds
[2025-05-31T15:54:20.429+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:54:20', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T15:54:22.429+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:54:22', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-31T15:54:24.429+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:54:24', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T15:54:26.434+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:54:26', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T15:54:28.554+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:54:28', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T15:54:30.554+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:54:30', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T15:54:32.555+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:54:32', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-31T15:54:34.556+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:54:34', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T15:54:36.556+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:54:36', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T15:54:38.606+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:54:38', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T15:54:40.741+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:54:40', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T15:54:42.785+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:54:42', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T15:54:44.848+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:54:44', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T15:54:47.009+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:54:47', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T15:54:49.028+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:54:49', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T15:54:51.179+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:54:51', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T15:54:53.180+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:54:53', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T15:54:55.234+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:54:55', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-31T15:54:57.234+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:54:57', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-31T15:54:59.235+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:54:59', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T15:55:01.235+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:55:01', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T15:55:03.235+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:55:03', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T15:55:03.797+0000] {job.py:229} INFO - Heartbeat recovered after 28.86 seconds
[2025-05-31T15:55:05.257+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:55:05', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T15:55:07.436+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:55:07', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-31T15:55:09.459+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:55:09', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T15:55:09.486+0000] {job.py:229} INFO - Heartbeat recovered after 28.54 seconds
[2025-05-31T15:55:11.523+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:55:11', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T15:55:13.524+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:55:13', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T15:55:15.524+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:55:15', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T15:55:17.525+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:55:17', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T15:55:19.525+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:55:19', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T15:55:21.573+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:55:21', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T15:55:23.632+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:55:23', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T15:55:25.633+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:55:25', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T15:55:27.634+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:55:27', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T15:55:29.635+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:55:29', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-31T15:55:31.635+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:55:31', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T15:55:33.636+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:55:33', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T15:55:35.636+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:55:35', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T15:55:37.637+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:55:37', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T15:55:39.636+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:55:39', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T15:55:41.636+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:55:41', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T15:55:43.637+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:55:43', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T15:55:45.637+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:55:45', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T15:55:47.638+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:55:47', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-31T15:55:49.638+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:55:49', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-31T15:55:51.638+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:55:51', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T15:55:53.639+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:55:53', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T15:55:55.640+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:55:55', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T15:55:57.641+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:55:57', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T15:55:59.642+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:55:59', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T15:56:01.642+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:56:01', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T15:56:03.643+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:56:03', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T15:56:05.643+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:56:05', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T15:56:07.644+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:56:07', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T15:56:09.642+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:56:09', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T15:56:11.643+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:56:11', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T15:56:13.643+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:56:13', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T15:56:15.644+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:56:15', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T15:56:17.644+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:56:17', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T15:56:19.645+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:56:19', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-31T15:56:21.646+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:56:21', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T15:56:23.647+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:56:23', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T15:56:25.648+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:56:25', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T15:56:27.648+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:56:27', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T15:56:29.649+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:56:29', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T15:56:31.649+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:56:31', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T15:56:33.650+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:56:33', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T15:56:35.651+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:56:35', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T15:56:37.652+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:56:37', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T15:56:39.651+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:56:39', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T15:56:41.651+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:56:41', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-31T15:56:43.652+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:56:43', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T15:56:45.652+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:56:45', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T15:56:47.653+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:56:47', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-31T15:56:49.654+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:56:49', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T15:56:51.665+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:56:51', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-31T15:56:53.665+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:56:53', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-31T15:56:55.666+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:56:55', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-31T15:56:57.666+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:56:57', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-31T15:56:59.668+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:56:59', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-31T15:57:01.856+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-31 15:57:01', 'level': 'INFO', 'message': 'User logged in'}
