[2025-05-27T13:51:16.488+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-05-27T13:51:16.558+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: log_monitoring_dag.start_log_producer scheduled__2025-05-27T13:45:00+00:00 [queued]>
[2025-05-27T13:51:16.596+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: log_monitoring_dag.start_log_producer scheduled__2025-05-27T13:45:00+00:00 [queued]>
[2025-05-27T13:51:16.597+0000] {taskinstance.py:2865} INFO - Starting attempt 2 of 2
[2025-05-27T13:51:16.657+0000] {taskinstance.py:2888} INFO - Executing <Task(BashOperator): start_log_producer> on 2025-05-27 13:45:00+00:00
[2025-05-27T13:51:16.673+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'log_monitoring_dag', 'start_log_producer', 'scheduled__2025-05-27T13:45:00+00:00', '--job-id', '82', '--raw', '--subdir', 'DAGS_FOLDER/log_monitoring_dag.py', '--cfg-path', '/tmp/tmp00y8x3r3']
[2025-05-27T13:51:16.698+0000] {standard_task_runner.py:105} INFO - Job 82: Subtask start_log_producer
[2025-05-27T13:51:16.708+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=197) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-05-27T13:51:16.710+0000] {standard_task_runner.py:72} INFO - Started process 198 to run task
[2025-05-27T13:51:16.796+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/settings.py:209 DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
[2025-05-27T13:51:16.879+0000] {task_command.py:467} INFO - Running <TaskInstance: log_monitoring_dag.start_log_producer scheduled__2025-05-27T13:45:00+00:00 [running]> on host 1d31c4e9dbe9
[2025-05-27T13:51:16.882+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/settings.py:470 DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
[2025-05-27T13:51:17.176+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='log_monitoring_dag' AIRFLOW_CTX_TASK_ID='start_log_producer' AIRFLOW_CTX_EXECUTION_DATE='2025-05-27T13:45:00+00:00' AIRFLOW_CTX_TRY_NUMBER='2' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-05-27T13:45:00+00:00'
[2025-05-27T13:51:17.177+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-05-27T13:51:17.252+0000] {subprocess.py:63} INFO - Tmp dir root location: /tmp
[2025-05-27T13:51:17.255+0000] {subprocess.py:75} INFO - Running command: ['/usr/bin/bash', '-c', 'cd /opt/***/app && python log_producer.py']
[2025-05-27T13:53:59.440+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:53', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:53:59.441+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:55', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:53:59.441+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:57', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:53:59.441+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:51:59', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:53:59.442+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:01', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:53:59.442+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:03', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:53:59.443+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:05', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:53:59.443+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:07', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:53:59.444+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:09', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:53:59.444+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:11', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:53:59.445+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:13', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:53:59.445+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:15', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:53:59.446+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:17', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:53:59.447+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:19', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:53:59.447+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:21', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:53:59.448+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:23', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:53:59.449+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:25', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:53:59.449+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:27', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:53:59.450+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:29', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:53:59.450+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:31', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:53:59.451+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:33', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:53:59.451+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:35', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:53:59.452+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:37', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:53:59.452+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:39', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:53:59.453+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:41', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:53:59.453+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:43', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:53:59.454+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:45', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:53:59.454+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:47', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:53:59.455+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:49', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:53:59.456+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:51', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:53:59.456+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:53', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:53:59.457+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:55', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:53:59.457+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:57', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:53:59.458+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:52:59', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:53:59.458+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:01', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:53:59.459+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:03', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:53:59.459+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:05', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:53:59.460+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:07', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:53:59.460+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:09', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:53:59.461+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:11', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:53:59.461+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:13', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:53:59.462+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:15', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:53:59.463+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:17', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:53:59.463+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:19', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:53:59.464+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:21', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:53:59.465+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:23', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:53:59.465+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:25', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:53:59.466+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:27', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:53:59.467+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:29', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:53:59.468+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:31', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:53:59.468+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:33', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:53:59.469+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:35', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:53:59.470+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:37', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:53:59.470+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:39', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:53:59.471+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:41', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:53:59.471+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:43', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:53:59.472+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:45', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:53:59.472+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:47', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:53:59.473+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:49', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:53:59.473+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:51', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:53:59.474+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:53', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:53:59.474+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:55', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:53:59.475+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:57', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:56:41.459+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:53:59', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:56:41.500+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:01', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:56:41.503+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:03', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:56:41.504+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:05', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:56:41.505+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:07', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:56:41.507+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:09', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:56:41.508+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:11', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:56:41.509+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:13', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:56:41.510+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:15', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:56:41.511+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:17', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:56:41.511+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:19', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:56:41.512+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:21', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:56:41.513+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:23', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:56:41.513+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:25', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:56:41.514+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:27', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:56:41.515+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:29', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:56:41.515+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:31', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:56:41.516+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:33', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:56:41.516+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:35', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:56:41.517+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:37', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:56:41.518+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:39', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:56:41.519+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:41', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:56:41.520+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:43', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:56:41.521+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:45', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:56:41.522+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:47', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:56:41.523+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:49', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:56:41.525+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:51', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:56:41.525+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:53', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:56:41.526+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:55', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:56:41.527+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:57', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:56:41.528+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:54:59', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:56:41.528+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:55:01', 'level': 'INFO', 'message': 'Search executed'}
[2025-05-27T13:56:41.529+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:55:03', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:56:41.530+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:55:05', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:56:41.530+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:55:07', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:56:41.531+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:55:09', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:56:41.532+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:55:11', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:56:41.533+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:55:13', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:56:41.534+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:55:15', 'level': 'ERROR', 'message': 'Database connection failed'}
[2025-05-27T13:56:41.535+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:55:17', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:56:41.535+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:55:19', 'level': 'WARNING', 'message': 'Slow response time'}
[2025-05-27T13:56:41.536+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:55:21', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:56:41.537+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:55:23', 'level': 'INFO', 'message': 'User logged in'}
[2025-05-27T13:56:41.537+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:55:25', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:56:41.538+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:55:27', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:56:41.539+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:55:29', 'level': 'INFO', 'message': 'Page loaded'}
[2025-05-27T13:56:41.539+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:55:31', 'level': 'ERROR', 'message': 'Payment gateway timeout'}
[2025-05-27T13:56:41.540+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:55:33', 'level': 'WARNING', 'message': 'High memory usage'}
[2025-05-27T13:56:41.541+0000] {subprocess.py:93} INFO - Sending log: {'timestamp': '2025-05-27 13:55:35', 'level': 'WARNING', 'message': 'High memory usage'}
